,CRASH TIME,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,COLLISION_ID,distance,severity,neutral sentiment,target
38075,1190,40.78766438680088,-73.99534827395009,0,0,0,0,0,0,0,0,4314154,4889,59,0,0
38076,621,40.80999945834733,-73.16439788628459,0,0,0,0,0,0,1,0,4312548,3352,5,1,0
38077,1690,40.76677040368225,-74.41475963039721,1,0,1,1,0,0,0,1,4311159,4046,1,0,0
38078,1168,40.62204220368821,-74.11438831660683,1,0,0,0,0,0,0,0,4301111,3473,11,1,0
38079,1439,40.692875667589504,-73.42208795676316,0,0,0,0,0,1,0,0,4317666,5667,52,1,0
38080,484,40.68616030265733,-74.07957656888567,0,0,0,0,1,1,1,0,4316888,4399,59,0,0
38081,1174,40.92533798739256,-73.61264727447859,0,0,1,0,0,0,0,1,4302170,9249,48,1,0
38082,338,40.72871401205559,-74.59284888572675,0,1,0,0,0,0,0,0,4310135,9496,24,1,0
38083,863,40.618341228134895,-74.14725336053087,0,0,0,0,0,1,1,0,4301333,2827,23,0,0
38084,1808,40.59221511465075,-73.63694834432471,0,0,0,0,1,0,0,1,4327508,4508,26,0,0
38085,1007,40.64633670932079,-73.8510276902024,1,0,0,0,0,0,0,1,4319301,4560,20,0,0
38086,864,40.8317086827312,-74.14507382022254,1,0,1,0,0,0,0,0,4301335,8637,42,0,0
38087,1301,40.84819792200049,-74.90846902652711,0,0,1,0,0,0,0,0,4305040,637,31,0,0
38088,485,40.639438948253655,-73.55298325298739,0,0,0,1,0,0,0,0,4302113,1317,31,0,0
38089,701,40.86216091428186,-74.3358182952782,0,0,1,0,1,1,1,0,4326534,4479,27,0,0
38090,1518,40.7946803842557,-73.70566642669154,1,1,1,0,0,0,0,0,4328123,8174,29,0,0
38091,1802,40.5766408146495,-74.60018968151141,0,1,0,0,0,0,0,0,4300612,4793,28,0,0
38092,952,40.745660817348664,-73.92272189174571,0,0,0,0,0,0,0,0,4303707,521,35,0,0
38093,964,40.60550264668124,-74.50748973150051,1,1,0,0,0,1,0,0,4316524,3816,52,0,0
38094,716,40.86856756916159,-74.03259491417464,1,1,0,0,0,0,0,0,4315501,2705,32,0,0
38095,902,40.70413654110221,-73.87033299181688,0,1,0,0,0,0,0,1,4307153,5704,57,0,0
38096,593,40.82264496176595,-74.50100269920905,0,1,0,0,0,0,0,1,4306851,5705,52,0,0
38097,360,40.72006195889325,-74.68411349634218,0,1,0,0,0,0,0,0,4309182,9400,19,1,0
38098,1546,40.971328417031316,-74.8160553304003,0,0,0,0,0,0,0,1,4328512,3602,16,0,0
38099,765,40.6593544686453,-74.44405909415318,0,0,0,0,0,0,0,0,4312939,9198,34,1,0
38100,635,40.692144187352696,-73.23210933421812,0,0,0,0,1,0,0,0,4329295,5064,10,0,0
38101,1754,40.88317877199533,-74.11770420486947,1,0,1,0,1,1,0,0,4325517,8858,29,0,0
38102,274,40.78334561129813,-74.11446521646437,0,0,0,0,0,0,0,1,4304224,221,18,0,0
38103,979,40.85895876973683,-74.69555644220932,1,0,0,1,0,0,0,0,4314630,2919,32,0,0
38104,999,40.59950091232788,-74.34644759282325,0,1,0,0,0,0,0,0,4301220,3106,33,0,0
38105,1364,40.75146375052912,-74.3809230993175,0,0,1,0,0,0,0,1,4308213,3566,27,0,0
38106,1061,40.842652886243414,-74.1822242850043,0,0,0,0,0,0,0,0,4317320,2093,25,1,0
38107,498,40.587508595836006,-73.65095868312406,0,0,0,0,0,1,0,1,4326477,6469,35,0,0
38108,1767,40.797964184759756,-73.38278994384754,1,0,0,0,0,0,0,0,4308524,1938,38,0,0
38109,1592,40.88495313448896,-73.73881438415107,0,0,1,1,0,0,0,0,4303243,8524,62,0,0
38110,963,40.79790776067929,-74.22567266176802,0,0,1,0,0,0,0,0,4327995,7690,24,0,0
38111,193,40.79638940448629,-74.81688355413647,0,0,0,0,0,0,0,0,4327458,6918,22,1,0
38112,1748,40.770086015351744,-74.14451534849188,1,0,1,0,1,0,0,0,4304694,4991,34,0,0
38113,898,40.69055664446148,-73.55952759844016,0,0,0,0,0,0,1,0,4303179,5486,52,0,0
38114,304,40.77128666693043,-73.60077269986805,0,1,0,0,1,0,0,0,4323558,8696,34,0,0
38115,247,40.69849968054458,-74.25359179215651,0,0,1,0,0,0,0,0,4305483,2185,16,0,0
38116,1585,40.717767430666925,-74.26054017192972,1,0,0,0,0,0,1,1,4328457,3396,40,0,0
38117,518,40.69012199018902,-74.61553079868591,0,1,1,0,0,0,0,0,4307433,8651,18,0,0
38118,1229,40.772253924099935,-73.75175480408848,0,0,1,0,0,0,0,0,4301726,9130,39,0,0
38119,1740,40.75958636538268,-74.18110830689834,0,1,0,0,0,0,0,0,4306654,6305,22,0,0
38120,2038,40.56488061903285,-73.30111847694565,0,0,0,0,0,0,0,0,4326208,5157,14,1,0
38121,494,40.71185966613432,-74.0283379978588,0,0,0,1,0,0,1,0,4302307,5470,58,0,0
38122,762,40.74370374182747,-74.60186366881133,0,0,0,1,0,0,0,0,4301108,7817,44,0,0
38123,542,40.79465332327849,-73.69761239152082,0,0,0,1,0,1,0,0,4318939,6310,32,0,0
38124,1518,40.55946647601139,-74.3368633904917,0,1,0,0,0,0,0,0,4313324,5756,26,0,0
38125,206,40.64876189131174,-73.89197953093885,1,0,0,0,0,1,0,0,4319210,5784,6,0,0
38126,725,40.624146247599356,-74.42650050473961,0,0,0,1,0,0,1,0,4301219,3596,40,0,0
38127,894,40.80806077615379,-74.18287229223273,0,0,0,0,0,0,0,0,4311961,9224,31,1,0
38128,1511,40.77570428513448,-73.0967335118213,1,0,0,0,0,0,0,0,4307967,1262,42,0,0
38129,1107,40.65494411465566,-73.6935426321713,0,0,1,0,0,1,0,0,4326724,8500,38,0,0
38130,795,40.74476721401198,-74.59411196830551,0,0,0,0,0,0,0,0,4301127,7890,44,0,0
38131,1344,40.741028993450875,-74.12064661830267,0,0,1,1,1,0,0,0,4313576,8828,36,1,0
38132,1295,40.63668025099757,-73.84662171558097,0,1,1,0,0,0,0,0,4329258,1066,61,0,0
38133,1939,40.79349349968068,-74.53473074120777,0,0,0,0,0,0,0,0,4318364,8416,6,1,0
38134,2041,40.66872499976079,-73.94997108255068,1,0,1,1,0,1,0,0,4318406,7841,24,1,0
38135,310,40.713477393299556,-74.69738409959369,0,0,0,1,0,0,0,0,4301074,6390,55,0,0
38136,1694,40.524221792497805,-74.08440576814695,0,1,0,1,0,0,0,1,4322784,3608,3,0,0
38137,1633,40.701475082404016,-74.37969958766814,0,0,0,0,0,0,0,0,4302417,6610,51,0,0
38138,2280,40.673790611843096,-73.1909707574537,1,0,0,1,0,1,0,0,4318167,6281,43,0,0
38139,1523,40.7971888876791,-73.7082023734635,1,1,1,0,0,0,0,0,4328148,8166,29,0,0
38140,1615,40.582200166822496,-74.31835165660932,0,1,0,1,0,0,1,1,4322598,3009,13,1,0
38141,1841,40.56426797866171,-73.5005928517201,0,0,0,0,0,0,0,0,4323655,3180,57,0,0
38142,770,40.831732298574344,-74.5525555936044,0,1,0,1,0,1,0,0,4306755,5827,45,1,0
38143,603,40.85854404851187,-74.56714457723572,0,0,0,1,0,0,0,0,4306715,5656,50,0,0
38144,1121,40.61076258324767,-73.52785997996429,0,1,0,0,0,0,0,1,4316657,5841,54,0,0
38145,872,40.67686065620025,-74.71520284872801,1,1,0,0,0,0,0,0,4316261,2973,45,0,0
38146,1171,40.53782068769745,-73.72974871816125,1,0,0,1,0,1,0,0,4324084,9803,17,1,0
38147,982,40.731847520802795,-74.67740623787513,0,1,0,0,1,1,0,0,4316761,2664,37,0,0
38148,699,40.74102601864487,-74.76311166226546,0,1,0,0,0,0,0,1,4307915,6003,34,0,0
38149,523,40.80883675830202,-74.3683926348516,0,0,0,1,0,0,0,0,4319821,306,55,0,0
38150,1628,40.69196803261992,-73.68365449575798,0,0,0,1,0,0,0,0,4323205,2231,52,0,0
38151,606,40.73015903431304,-73.41895414394395,0,0,0,0,0,0,0,0,4329008,5372,12,1,0
38152,1302,40.672661134987614,-74.51513554786638,0,0,0,0,0,0,1,0,4302060,7871,47,1,0
38153,1114,40.83197534408159,-74.45169822337982,0,0,0,0,0,0,0,0,4314293,3724,45,1,0
38154,395,40.705937513226836,-74.83310264489646,0,1,0,0,0,0,0,0,4307627,9243,10,1,0
38155,1264,40.65341372415557,-73.73871239039914,0,0,0,0,1,0,0,0,4328765,4431,28,0,0
38156,1022,40.76984029299987,-74.55933214630049,0,0,1,0,1,0,0,0,4305134,1493,29,0,0
38157,663,40.89893637936014,-73.6856285553543,1,0,0,1,0,0,1,0,4313177,3759,20,0,0
38158,1541,40.80623394186273,-73.71734638169772,1,1,1,0,0,0,0,0,4328236,8137,29,0,0
38159,664,40.596748836399236,-73.61050945541136,0,1,0,0,0,0,0,0,4325421,9800,35,0,0
38160,639,40.88760452360863,-74.30413533802646,0,0,0,0,1,0,0,0,4325877,4640,23,0,0
38161,1546,40.58393781648715,-74.51919455570331,0,1,0,0,0,0,0,0,4300806,4255,30,0,0
38162,610,40.689559742087404,-73.74432892320176,0,1,0,0,0,0,0,0,4323425,8805,25,0,0
38163,234,40.63729271343405,-74.08391546413436,0,0,0,0,1,0,1,0,4326184,4832,42,0,0
38164,1561,40.600693280419755,-74.36843830029687,0,1,0,1,0,0,1,1,4322555,2822,16,1,0
38165,1162,40.648152554934875,-74.32959801730325,0,0,1,1,1,0,0,0,4301458,8168,41,0,0
38166,973,40.74587504306875,-73.68271923705375,0,0,0,1,0,0,1,0,4303478,5092,44,0,0
38167,2104,40.76541507443078,-74.3495569195245,0,1,0,0,1,0,1,1,4322323,5068,34,0,0
38168,1556,40.638837307340246,-73.94635455384497,1,0,1,0,1,0,0,0,4328622,3748,38,0,0
38169,280,40.73571157978896,-74.67994077625697,0,0,1,0,0,1,0,0,4327230,7414,24,0,0
38170,948,40.81863220771158,-74.48514583578012,0,1,0,1,0,1,0,0,4306736,5915,41,1,0
38171,1440,40.576137434418065,-74.13195190642729,0,0,1,1,1,0,0,0,4301715,8369,39,0,0
38172,1165,40.59457536858673,-74.45446308422694,0,0,1,0,1,0,0,0,4313499,7561,27,0,0
38173,1448,40.67139204435531,-73.20079965110976,0,0,0,0,0,0,0,0,4323461,3000,50,0,0
38174,2020,40.68749447574838,-74.2802988366071,0,1,0,0,1,0,1,1,4322458,4664,24,0,0
38175,1135,40.62385270923142,-73.41368863335809,0,0,1,0,0,0,0,0,4307348,5692,59,0,0
38176,67,40.75560414391489,-74.83647074871534,0,0,0,0,0,0,0,0,4327564,6892,19,1,0
38177,1852,40.53270497365876,-74.14271744796605,0,1,0,0,1,0,1,1,4322727,3860,5,0,0
38178,337,40.87014554829416,-74.89980675182377,0,0,0,0,0,0,0,1,4305360,220,9,0,0
38179,1153,40.64493153209566,-73.52946543625998,0,1,0,0,1,0,0,0,4326425,8789,40,0,0
38180,1838,40.90623748814618,-73.03829316172668,1,0,0,0,0,0,0,0,4309241,3073,34,0,0
38181,1576,40.58308474369892,-74.52866347723351,0,1,0,0,0,0,0,0,4300783,4317,29,0,0
38182,2003,40.68895361780024,-73.93099127711943,0,0,0,0,0,0,0,0,4323038,4202,54,0,0
38183,1553,40.89233811159318,-74.9399010491756,0,0,0,0,0,0,1,0,4328069,1813,51,0,0
38184,1292,40.79233953446306,-74.67013306311148,0,0,1,0,1,0,0,0,4305020,1259,33,0,0
38185,565,40.84601870660475,-74.62764110002718,0,1,0,0,0,0,0,1,4306725,5706,52,0,0
38186,907,40.74084808955085,-73.87031081032256,0,0,0,0,0,0,0,0,4303646,504,35,0,0
38187,170,40.682860541362274,-73.81800929762201,0,0,0,0,0,1,0,1,4319375,5343,5,0,0
38188,796,40.73604097762539,-74.61671212288208,1,0,1,1,1,0,0,0,4301064,8026,42,0,0
38189,787,40.74539589041672,-74.59651618987112,0,0,0,1,0,0,0,0,4301109,7897,44,0,0
38190,950,40.56227220640767,-74.92783263121589,0,1,0,0,0,0,0,0,4310105,6852,6,0,0
38191,957,40.705726244506266,-74.40219016791971,1,1,0,1,0,0,0,1,4322477,1796,26,0,0
38192,1421,40.754683676425486,-74.00048358400161,0,0,0,0,0,0,1,0,4313619,4680,59,1,0
38193,1632,40.68918763989278,-73.91364416693276,0,0,0,0,0,0,1,0,4313467,4591,59,1,0
38194,348,40.729041834610015,-74.59848440944909,0,0,1,0,0,1,0,0,4327189,7503,25,0,0
38195,260,40.85922286925405,-73.8245431265844,0,0,1,0,1,0,0,0,4323031,7918,33,0,0
38196,517,40.74117320891874,-74.60347617376266,1,0,0,0,0,0,0,1,4314328,3056,27,0,0
38197,90,40.595750171526554,-73.89782769013884,0,1,0,0,0,0,0,0,4328836,4059,47,0,0
38198,1943,40.838508947278896,-74.62896992417423,0,0,0,0,0,0,0,0,4318313,8390,2,1,0
38199,741,40.650707789513866,-73.80715058578211,1,0,0,0,0,0,0,0,4301445,2583,2,1,0
38200,2268,40.696650799199794,-73.36252018572911,0,0,0,0,0,0,0,0,4318181,6530,38,1,0
38201,1455,40.74300887316357,-73.66552663319587,0,1,1,0,0,0,0,0,4303320,7215,53,0,0
38202,1371,40.67395793359095,-73.71597101342807,0,1,0,0,0,0,0,0,4307088,5943,44,0,0
38203,1581,40.92003394177495,-73.73137645301777,0,0,1,0,0,0,0,0,4305799,5191,42,0,0
38204,1234,40.8455687289123,-74.24860187475325,0,0,0,1,0,0,0,0,4322335,1051,40,0,0
38205,1528,40.70780644672711,-74.12001244091076,0,0,0,0,1,0,0,1,4328547,4171,29,0,0
38206,325,40.61344813516274,-73.89000259093979,0,0,0,0,1,0,1,0,4326170,5113,42,0,0
38207,1726,40.70983562906878,-74.37954909503549,0,0,0,0,0,0,0,0,4302249,6234,48,0,0
38208,845,40.73713586655691,-73.63872941820127,0,0,0,1,0,0,0,0,4303252,5408,54,0,0
38209,1600,40.52794779625013,-74.04267538366594,0,0,1,1,1,0,0,0,4301814,8598,37,0,0
38210,376,40.675513177858825,-74.07322952611013,0,1,0,0,0,0,0,0,4328785,4092,39,0,0
38211,800,40.60007010465011,-74.9319024075696,0,1,0,0,0,0,0,0,4309079,7497,6,0,0
38212,1008,40.79378446545823,-74.12898066657566,0,0,0,1,0,0,0,0,4303443,5549,50,0,0
38213,1692,40.895720909857,-73.61974487422,0,1,1,0,0,0,0,0,4303533,8534,64,0,0
38214,1332,40.73319533597237,-74.24845068750992,0,0,1,0,0,0,0,1,4308099,3858,32,0,0
38215,975,40.86043339037558,-74.6857811057476,1,0,0,1,0,0,0,0,4314614,2936,32,0,0
38216,671,40.70417361045684,-73.2705875557382,1,0,0,0,0,0,0,0,4306336,473,43,0,0
38217,1433,40.7830829515167,-74.3022183449685,0,1,0,1,0,1,0,0,4306684,6154,29,1,0
38218,840,40.805089169539286,-74.2843056060491,1,0,1,0,0,0,0,0,4301265,8409,43,0,0
38219,1519,40.98102935661853,-74.78479881816399,0,0,0,0,0,0,0,1,4328555,3956,10,0,0
38220,1997,40.65433071343036,-73.23954924672789,1,0,0,0,0,1,0,0,4317747,6095,47,0,0
38221,577,40.69631380060819,-73.91745221083045,0,0,0,1,0,0,1,0,4303383,4834,55,0,0
38222,1468,40.602089946602405,-74.65215495988055,0,0,0,0,0,0,0,0,4300668,5098,35,1,0
38223,537,40.76201077433609,-73.72696652287578,0,0,0,0,0,0,0,0,4306135,302,33,0,0
38224,1716,40.6883196004996,-73.92869653171492,0,1,0,0,1,0,0,0,4329326,417,60,0,0
38225,1097,40.706098280323516,-74.51794410204272,0,1,1,1,0,0,0,1,4301348,9181,36,1,0
38226,711,40.64963343282225,-73.57853531289656,0,0,0,0,0,1,0,0,4316761,5299,60,0,0
38227,1793,40.62158976712283,-73.47189400864383,0,0,0,0,1,0,0,0,4326006,4910,15,0,0
38228,602,40.817680744295735,-74.27406170527954,1,0,0,0,0,0,0,1,4314840,2865,29,0,0
38229,1664,40.59449675018335,-73.89119797657133,0,0,0,1,0,0,0,0,4323271,2734,49,1,0
38230,1800,40.742631245008,-74.13176003254115,0,1,1,0,0,0,0,1,4304734,5707,57,0,0
38231,410,40.79522607655403,-74.3711060192225,0,0,0,0,0,0,0,0,4327021,5628,35,0,0
38232,1856,40.719963677682344,-74.61422029552844,0,0,1,0,0,0,1,1,4312911,1745,6,0,0
38233,1288,40.746911913461375,-74.76204587499477,0,0,1,0,0,0,0,0,4305159,1379,31,0,0
38234,1622,40.65437390375723,-73.74046045093078,1,0,1,0,0,0,1,1,4318090,1044,27,0,0
38235,1333,40.74286345633561,-74.44606165656246,0,1,0,0,0,0,0,0,4318377,8178,10,0,0
38236,1594,40.796524484146715,-73.99772847819423,0,0,0,0,0,0,0,0,4303120,7920,61,1,0
38237,1547,40.83709139981131,-74.20439583693025,0,0,1,1,0,0,0,0,4304554,4232,8,0,0
38238,85,40.69770155721576,-74.71088117472962,0,0,0,1,0,0,1,0,4301123,5600,61,0,0
38239,534,40.80574179995559,-74.34281322401462,1,0,1,0,0,0,0,1,4319807,327,55,1,0
38240,1103,40.604369669475446,-73.80554230316558,0,0,0,0,1,0,0,0,4326131,4690,28,0,0
38241,990,40.846521150353794,-74.44928245742004,0,1,0,0,0,0,0,0,4328677,4164,21,0,0
38242,122,40.64334107833901,-74.73467625689754,0,0,0,1,0,0,1,0,4303748,3748,54,0,0
38243,357,40.76029452641913,-73.67633943293829,0,0,0,0,0,1,1,0,4317441,4943,58,0,0
38244,122,40.64448125130723,-74.72379751073038,0,0,0,1,0,0,0,0,4303785,3716,53,0,0
38245,999,40.81489441678581,-74.46591210803403,0,1,0,1,0,1,0,0,4306730,5941,40,1,0
38246,505,40.925613518682816,-73.43863518153756,0,0,0,0,0,1,0,1,4319373,5113,34,0,0
38247,1546,40.87906586306831,-74.03764833204505,0,0,0,0,1,0,0,0,4324963,9204,28,1,0
38248,1544,40.768892630262876,-74.22330275399848,1,0,0,0,0,0,1,1,4318649,3305,24,0,0
38249,1534,40.82877488398097,-74.08658011073472,1,0,0,0,0,0,0,1,4308719,3358,24,0,0
38250,704,40.9374253705839,-74.00943591323035,1,0,0,0,0,0,0,0,4314198,3607,31,0,0
38251,1689,40.90544146145578,-73.61688906275546,0,0,1,0,0,0,0,1,4303500,8633,64,1,0
38252,1114,40.720756235393104,-73.44082011413722,0,0,0,0,0,0,0,0,4318487,1662,39,1,0
38253,61,40.76435493507973,-74.97894694846907,0,0,1,0,0,1,0,1,4327415,7103,22,1,0
38254,1063,40.59766830670315,-74.36678911478454,0,1,0,0,0,0,0,0,4301171,3242,33,0,0
38255,1345,40.6346652352445,-74.794281736735,0,0,0,0,0,0,0,1,4310420,5530,2,0,0
38256,2000,40.904449690508436,-74.39452626513015,0,1,1,0,1,0,1,0,4322167,6076,49,0,0
38257,787,40.765580494794584,-74.80840731113133,0,0,1,0,0,0,0,1,4305395,1147,19,0,0
38258,1407,40.88152671443325,-73.6515152563711,0,0,0,0,0,1,0,0,4322709,1259,51,0,0
38259,886,40.659520811493636,-74.7769445741453,1,1,0,0,0,0,0,0,4316330,2998,46,0,0
38260,1635,40.628262081758244,-73.5482669789404,0,1,0,1,0,0,1,1,4312951,4068,43,1,0
38261,1574,40.8158947538641,-74.78613430295717,0,0,1,0,1,0,0,0,4304900,1014,38,0,0
38262,280,40.65808675666056,-73.85281539972192,1,0,0,0,0,0,0,1,4319363,5234,5,0,0
38263,639,40.88241384655839,-74.35804958943761,0,0,0,0,0,0,0,0,4327636,6518,30,1,0
38264,1276,40.818058574947294,-74.3320094660132,0,0,0,0,1,0,0,0,4317116,1844,19,0,0
38265,1559,40.932739618719836,-73.71094880080001,0,0,1,0,0,0,0,0,4305855,5157,41,0,0
38266,1461,40.85729326451106,-74.47134355276845,1,0,0,0,0,0,1,1,4318255,2880,17,0,0
38267,846,40.60978536508215,-73.72307069213946,0,1,0,0,0,0,0,0,4323698,9281,21,0,0
38268,630,40.8780775671791,-74.35090631766082,0,0,0,0,0,0,0,0,4327653,6484,30,1,0
38269,773,40.63555776351688,-73.64879248922631,0,0,0,1,0,0,0,0,4323189,2495,23,0,0
38270,1828,40.511209728328474,-74.1022774001869,0,0,0,1,0,0,0,0,4322800,3720,4,1,0
38271,220,40.843298749205665,-73.29449292947042,1,0,1,0,0,1,0,0,4320936,6995,38,1,0
38272,133,40.85169235209397,-73.78178113912666,0,0,1,0,1,0,1,0,4322861,7840,34,0,0
38273,308,40.7828290954664,-73.66177853881483,0,0,0,0,0,1,0,1,4319374,5248,17,0,0
38274,705,40.94048690909009,-74.01603785929088,1,0,0,0,0,0,0,0,4314104,3681,31,0,0
38275,917,40.61453835058501,-73.53740668090569,1,0,0,1,0,1,0,0,4323449,9339,26,1,0
38276,2033,40.668517413359524,-73.97412569946053,1,0,1,1,0,1,0,0,4318413,7890,23,1,0
38277,1488,40.64103551092635,-73.56271986167714,1,0,0,0,0,0,1,1,4319212,3073,38,0,0
38278,436,40.69988668400982,-74.77755351023802,0,1,1,0,0,0,0,0,4307441,9046,12,0,0
38279,1565,40.820841349123,-74.25051469422836,1,0,1,0,1,0,0,0,4304431,4206,7,0,0
38280,1658,40.65443733788309,-73.84567352433541,0,1,1,0,0,0,0,0,4329374,221,65,0,0
38281,1201,40.84141741854164,-74.5861209405203,0,0,1,1,0,0,0,0,4303540,5683,45,0,0
38282,2032,40.651770613284064,-74.20152457804976,1,0,0,0,0,0,0,0,4328456,7614,56,1,0
38283,1467,40.64870816115998,-74.241869226026,0,0,0,1,0,0,0,0,4322834,2252,42,1,0
38284,842,40.80684862394771,-74.27510288406096,1,0,1,0,0,0,0,0,4301270,8424,43,0,0
38285,1524,40.59814119169042,-74.37055934814538,1,0,0,0,0,0,0,0,4300831,4216,20,1,0
38286,1794,40.91516674227836,-74.25422025366602,1,0,1,1,0,1,0,0,4325250,9021,27,0,0
38287,591,40.864690212852416,-74.36435134078766,0,0,0,0,0,0,0,0,4327489,6333,31,0,0
38288,1401,40.833758737455724,-74.38984352474843,0,0,1,1,0,0,0,0,4304107,4740,20,0,0
38289,864,40.70433377813659,-73.58554812788014,0,0,0,0,0,1,0,0,4317341,5284,57,1,0
38290,1416,40.8689719598075,-73.60351153488277,0,0,1,0,0,0,0,0,4306329,5251,44,0,0
38291,469,40.7861795642839,-74.73542960983735,0,1,0,1,0,0,0,0,4307072,7245,33,1,0
38292,658,40.65329956346349,-73.70127784115388,0,0,0,0,0,0,0,0,4301610,2258,5,0,0
38293,1673,40.75780080179192,-74.44036443612568,0,0,1,1,0,0,0,0,4302446,5660,44,0,0
38294,764,40.94156920637972,-74.05406363992375,0,0,0,0,0,0,1,0,4313637,4141,34,0,0
38295,509,40.67625595885002,-73.29964819459765,0,1,0,0,0,0,0,0,4329254,4943,15,1,0
38296,855,40.76181440553035,-74.42108937611799,0,0,0,0,0,0,1,0,4313904,3994,43,1,0
38297,1642,40.72273184985096,-74.19412737054083,0,0,0,1,0,0,0,0,4302247,5591,46,0,0
38298,281,40.81361432188261,-74.72856972715763,0,0,0,0,0,0,0,0,4327491,6844,24,1,0
38299,450,40.81067187485992,-74.369604072948,0,0,0,0,0,0,0,0,4327125,5785,34,0,0
38300,889,40.860434540902126,-73.99482492184089,1,0,1,0,0,0,0,0,4301410,8883,42,0,0
38301,1611,40.592429137933856,-74.64220582676077,0,0,0,0,0,0,0,0,4300629,5046,32,1,0
38302,1205,40.70128270177905,-74.22761106350957,0,0,1,1,1,0,0,0,4313595,8900,36,1,0
38303,56,40.74695954367431,-74.88278519518134,0,0,0,0,0,1,0,1,4327316,7016,21,0,0
38304,1642,40.67545623251158,-74.14811086322692,0,0,1,0,1,0,0,0,4302374,5723,43,0,0
38305,1627,40.837268171934774,-74.88009332964597,0,0,1,0,0,0,0,0,4304885,779,38,0,0
38306,990,40.76752105311189,-74.84640915324913,1,1,0,1,0,1,0,0,4315355,2847,38,0,0
38307,1846,40.59216975550642,-73.37619224598937,0,0,0,0,0,0,0,0,4323650,3208,59,0,0
38308,587,40.666434759952125,-73.36307843118063,0,0,0,0,1,0,0,0,4324554,9885,33,1,0
38309,1486,40.700658509523976,-73.86100968065243,0,1,0,0,0,0,0,0,4306953,6055,37,0,0
38310,1549,40.80570684529809,-74.40085985504265,0,0,0,0,0,0,1,0,4313081,2469,13,0,0
38311,1867,40.73386498793579,-74.08597942148901,0,1,0,0,0,0,0,0,4305417,5878,48,0,0
38312,1035,40.686009541587374,-74.60904092585605,0,1,1,1,0,0,0,1,4301126,9238,33,1,0
38313,1277,40.70228813048173,-74.02432877255903,0,0,1,0,0,0,0,1,4307906,4350,39,0,0
38314,1717,40.57985388325963,-73.7964793122305,0,0,0,1,0,0,0,0,4323389,2864,51,1,0
38315,1606,40.690953997333295,-73.84096845920924,0,0,0,1,0,0,1,0,4313312,4286,50,0,0
38316,477,40.67739250912017,-73.61225389384988,0,0,0,0,0,0,0,1,4303587,717,28,0,0
38317,2253,40.902900314673,-74.47175777949768,0,1,0,0,1,0,1,1,4322084,5782,50,0,0
38318,1007,40.72260052574115,-73.67840214289511,0,0,0,1,0,0,0,0,4302970,5425,53,0,0
38319,1050,40.612132053703654,-74.64878846990983,0,0,1,1,1,0,0,0,4300870,9198,28,0,0
38320,1105,40.712031481213586,-74.56008230784242,1,1,0,1,0,0,0,1,4322369,1711,30,0,0
38321,2015,40.719465134341704,-74.58101102984828,0,0,0,0,0,0,1,1,4312788,1631,4,0,0
38322,1937,40.61090455828305,-74.2122235016617,0,1,0,0,1,0,1,1,4322591,4266,15,0,0
38323,763,40.79023256555216,-74.3881880937642,0,0,1,0,0,0,0,0,4327868,7558,23,0,0
38324,1122,40.843768508575664,-74.07987632472282,0,0,0,0,0,0,1,0,4313742,4643,54,0,0
38325,1883,40.73053431624873,-74.0735065801735,0,1,0,0,0,0,0,0,4305261,5824,51,0,0
38326,1894,40.93004077427618,-74.25096380370034,0,1,1,0,0,0,0,0,4309018,3182,45,0,0
38327,1926,40.831466700679954,-74.6600892517123,0,0,0,0,0,0,0,0,4318335,8486,1,1,0
38328,1856,40.64712029581057,-73.13119421102137,0,0,0,0,0,0,0,0,4323639,3264,64,0,0
38329,61,40.57601370711491,-73.8534446459592,0,0,1,0,0,1,1,0,4328839,4053,49,0,0
38330,906,40.78131492190789,-74.4842731444232,1,0,1,0,1,1,0,0,4327583,7901,58,0,0
38331,1120,40.836286245802825,-73.69591433060809,0,0,1,0,0,0,0,0,4301677,9282,40,0,0
38332,1871,40.70673195956294,-74.40577335306547,0,0,0,0,0,0,0,0,4301833,5575,42,0,0
38333,914,40.61620576839442,-73.49522536526604,0,0,0,0,0,1,0,0,4316625,5494,59,0,0
38334,1449,40.65325899954579,-73.4793242997283,1,0,1,0,0,0,1,1,4318474,1179,34,0,0
38335,1079,40.61313408820275,-73.64164663666274,1,1,1,0,0,1,0,0,4326492,8985,39,0,0
38336,451,40.714446786088835,-74.47560000873726,0,0,0,0,0,0,0,0,4311740,9482,31,1,0
38337,1185,40.83772081321595,-74.58359546203349,0,0,0,0,0,0,0,0,4303566,5783,46,0,0
38338,1169,40.90610947126814,-74.51481354275899,0,0,0,0,1,1,0,0,4317328,2268,17,1,0
38339,972,40.921718533354536,-73.55237232272682,0,0,1,0,1,0,1,0,4321800,7060,53,0,0
38340,1632,40.833493163456204,-73.86770840320183,0,0,0,0,0,0,0,0,4303265,8156,62,1,0
38341,510,40.74357733953236,-73.72618589941729,0,0,0,1,0,0,0,0,4322830,1793,17,0,0
38342,690,40.86769318704291,-74.44183668023904,1,0,0,0,0,0,0,0,4327666,6824,37,1,0
